text,true_claims
The AP report on eagle deaths was published just one day after the Fish and Wildlife Service revealed that it will not prosecute the operator of a proposed wind project.,['4_1_3_2']
"A paper published today finds that prior claims about the effects of ocean ""acidification"" on calcifying plankton are highly exaggerated because the artificial laboratory conditions utilized do not correctly simulate the effects in natural seawater.",['3_2_3']
"There are a number of things it does not do. It does not prohibit 
States from regulating greenhouse gases and addressing climate change. 
The amendment expressly allows States to keep existing policies in 
place and allows States to regulate greenhouse gas emissions as they 
see fit. The bill also makes clear that any changes States have adopted 
in their State implementation programs and title V operating permit 
programs pertaining to greenhouse gases are not federally enforceable.",['0_0_0']
And until the models can explain what happened in the past they should not be trusted for guiding policy into the future.,['5_4_0']
There are a number of ways to present how poorly climate models simulate global surface temperatures. Normally they are compared in a time-series graph.,['5_4_0']
"I am disappointed, however, that the United States remained on the 
sidelines of this latest round of negotiations. I urged the Bush 
administration not to abandon the negotiation process. I think that we 
have seen, in last week's agreement, proof that the rest of the world 
will not sit idly by and wait for the United States. Perhaps this is a 
good lesson for the administration to learn. America must make an 
effort, in concert with both industrialized and developing countries, 
to address the real and serious problem of global climate change.",['0_0_0']
"Even under projected high concentrations of atmospheric CO2, the pH remains above that of an acid.",['1_9_0']
The records show that changes in global temperature do not always follow changes in atmospheric CO2 levels.,['2_3_3']
The 15-year pause myth is completely debunked surface warming over the past decade turns out to be more than double previous estimates.,['0_0_0']
"Glacier growth is causing ice to accumulate in some areas, which contradicts the idea that climate change is causing universal ice loss.",['1_1_4']
"It was global warming, until our planet stopped warming around 1995. The alarmist mantra then became climate change or climate disruption or extreme weather.","['1_4_0,', '1_8_0,', '6_1_0']"
"One of the most promising avenues for reducing our national dependence on imported oil, lowering greenhouse gases and boosting domestic fuel production is biofuel from non-food plant seed oils.",['0_0_0']
"Exotic warm water marine species such as anchovy, bluefin tuna, stingray, and thresher shark are spreading northwards into British coastal waters, where average sea temperatures are now moving closer to the warmer conditions of southern Europe.",['0_0_0']
"in a different way or would not have occurred at all in the absence of climate change. For example, the likelihood of the 2003 European heatwave occurring was probably substantially increased by rising global temperatures.",['0_0_0']
"aku Glacier is monitored by the Juneau Icefield Research Program, which has documented its rate of advance since 1988 at 56feet (17 meters) per year.",['1_1_4']
"Between advances in renewable energy, stricter emissions regulations, and companies adopting green practices, we’re already making great strides against climate change. Additional measures would only add unnecessary costs when we’re already on the right track.","['4_4_2,', '4_1_1']"
"We cannot prevent natural factors from causing a countervailing cooling from time to time, which is why we have had the 17-year pause in global warming.","['1_4_0,', '2_1_0']"
"Further, if India and China don't also sign up to cut their carbon emissions-and they did not embrace Kyoto-these proposed dramatic cuts in American carbon emissions alone would not solve the problems of climate change.",['4_2_4']
"The authors write that ""increasing dissolution of anthropogenic-released carbon dioxide into the world's oceans is causing ocean acidification (OA),"" which they say ""is thought to negatively affect most marine-calcifying organisms, notably cold-water corals (CWC),"" which might be expected to be especially sensitive to OA, due to the deep and cold waters in which they are typically found. What was done",['0_0_0']
"I've searched sea surface temperature records for more than 4 years, and I can find no evidence of an anthropogenic greenhouse gas signal. That is, the warming of the global oceans has been caused by Mother Nature, not anthropogenic greenhouse gases.",['2_1_3']
"Since 1987, environmental pressure groups have blocked every attempt to open ANWR with a collection of bogus arguments, false claims, and irrelevant facts",['6_1_4']
I noted that there are now sufficient reserves of shale gas to power the US economy for the next five hundred years (at current consumption levels) and that after that we've got at least another five hundred years worth of viable energy from the clathrates (concentrated methane deposits) on the ocean floor.,"['7_1_0,', '7_3_0']"
"The current increase in malaria is alarming, but the principal factors involved are deforestation, new agricultural practices, population increase, urbanization, poverty, civil conflict, war, AIDS, resistance to antimalarials, and resistance to insecticides. In my opinion, we should give priority to a creative and organized effort to stem the burgeoning tragedy of uncontrolled malaria, rather than worrying about the weather.",['4_2_14']
Global warming campaigners see this presidency and the Paris U.N. Summit as the best chance they are likely to see to take control of American energy. The ramifications are disastrous for American freedom and prosperity.,"['4_1_5,', '6_1_0']"
The good news is that our research provides crucial new evidence of how swift action to reduce CO2 and other greenhouse gases can prevent the biodiversity loss by reducing the amount of global warming to 2 degrees Celsius rather than 4 degrees. This would also buy time up to four decades ' for plants and animals to adapt to the remaining 2 degrees of climate change.,['0_0_0']
Unilaterally cutting U.S. emissions would be pointless and would handicap negotiators in any effort to reach an agreement with developing economies like China and India.,['4_2_4']
The number of days over 35C in Cairns is expected to triple and the Gulf and Cape can expect longer drier spells interrupted by more intense rainfall.,['0_0_0']
"The bears will do their best to keep up with a changing climate, just as they have done since their species grew separate from brown bears some 200,000 years ago.","['3_2_1,', '3_2_2']"
"Climate change deaths have no correlation with CO2, and have declined over the last hundred years.","['3_6_0,', '2_3_0']"
"Though the sunspots are affecting the radiation received from the sun, they are not the only thing affecting our climate. Much closer to home, there are thousands of volcanos and volcanic vents spewing volcanic ash and gases into the atmosphere.","['2_1_1,', '2_1_2']"
"He stresses the importance of keeping land, air and water free of real pollution, particulates, heavy metals, pathogens and explains why CO2 should not be considered a pollutant.",['3_3_0']
33 percent disagree that the U.S. government is not doing enough to address global warming.,['4_4_2']
The Sun is a crucial factor that warming campaigners ignore. The assertion that humans influence the climate and nature need not be considered is absurd.,['2_1_1']
Thus some of the global warming since 1850 could be a recovery from the Little Ice Age rather than a direct result of human activities. So it is important to recognise that natural variations of climate are appreciable and will modulate any future changes induced by man.,['2_1_4']
Honest climate scientists need to realise that their profession isn't going to completely emerge from the quagmire until bad science and bad scientists are called out.,"['6_1_5,', '5_1_0']"
New Zealand emits just 0.11% of global emissions. Im going to write it BIG so people can see it.,['4_2_3']
"If CO2 plays this role it is surprising that climatic proxies indicate that Antarctica seems to have warmed prior to the Northern Hemisphere, yet glacial cycles follow in phase with Northern insolation.","['2_3_4,', '2_3_1']"
"However, it may not be paradise for long. The Intergovernmental Panel on Climate Change says sea levels could rise by as much as 59cm by 2100 in Vanuatu, which would obliterate much of beachfront property. ( source )",['0_0_0']
"Corals, trees, birds, mammals, and butterflies are adapting well to the routine reality of changing climate.",['3_2_1']
"With the U.S. contributing billions to humanitarian causes, healthcare, and poverty alleviation worldwide, our resources are better spent on pressing issues rather than additional climate policies.",['4_2_14']
"I would say one other thing about this. A woman scientist from Sandia 
National Laboratory testified before a subcommittee that I chaired, and 
she said: You think of carbon, CO2 emissions, as a problem. 
Why don't you think of carbon as a product? Then she described what you 
can do with carbon as a value-added product. She is absolutely right.",['3_3_0']
"In addition, there is very clear evidence that investing in the transition to a low-carbon economy will not only allow the world to avoid the worst risks of climate change, but could also drive decades of economic growth. Just what the doctor ordered.",['0_0_0']
The science that predicts the extent of Anthropogenic Global Warming (AGW) is not settled science.,['5_1_0']
"For a world dependent on fossil fuels, carbon capture and storage (CCS) could be a key to controlling greenhouse gas emissions.","['7_2_4,4_2_10_2']"
"Well, certainly, and it is not just in the list that I was referring to. It is in the program itself. The House bill has a very much more structured program with USDA authority to implement it. And this bill is much vaguer, leaves the implementation of offsets, frankly, up to the President through an advisory committee. We think that creates too much uncertainty.",['4_1_4']
"The new research takes a closer look at how multi-year ice, ice that has made it through at least two summers, has diminished with each passing winter over the last three decades. Multi-year ice 'extent' which includes all areas of the Arctic Ocean where multi-year ice covers at least 15 percent of the ocean surface is diminishing at a rate of -15.1 percent per decade, the study found.",['0_0_0']
"This would take us halfway back towards the last Ice Age, and would kill hundreds of millions. Colder is far more dangerous than warmer.",['3_6_0']
"In contrast, short-sighted policies aimed at achieving U.S. energy independence can jeopardize U.S. economic and energy security. By restricting trade or picking winners and losers, government hinders investment and innovation.","['4_1_2,', '4_1_5']"
"The melting of ice and reduction in snow cover can be traced to local environmental conditions, not necessarily to climate change",['1_1_0']
"Second, an insurance policy worthy of the name should help make the insured whole after some unfortunate event has struck. Kyoto can do nothing of the kind. Quite the contrary, whatever resources we apply to prevent climate change are resources we cannot use to adapt to climate change if and when it occurs. Kyoto is all premium and no coverage.","['4_2_11,', '4_2_2']"
"We need to acknowledge the time lag between what we do to the atmosphere and its impacts on the climate. What we do now, affects the climate decades into the future. This means we need to drastically cut our emissions, now and forever, to stabilise the climate in the second half of the century.",['0_0_0']
Our newfound ability to extract hydrocarbons from shale has also been a net win in the effort to cut carbon dioxide emissions.,['7_2_4']
"As I was showing you the oil chart, oil prices continue to spike, and 
yet we hear nothing from Congress. We don't hear questions and much 
discussion in the Presidential campaigns, and I find that confounding 
because energy, reasonable, affordable energy, is why America is what 
it is today.
",['7_2_1']
"The evidence for this corruption is everywhere, but it does not mean that all of the science is bad. Climate scientists like to claim the emails represent a small problem in a local group of people. The global warming isnt proven wrong they say. They contend that we still have disasters looming and we need to address them.  Its true that climate science wasnt proven wrong,  but it was proven corrupt.  The very fact that climatologists sit in groups and insist/believe they have full agreement of their peers demonstrates, not the quality of understanding the science, but rather the quality of the penetrations of politics into an uncertain and VERY YOUNG science.","['6_1_5,', '6_2_0']"
"The fact of the matter is that our country's energy future will 
continue to be multifaceted, not reliant exclusively or predominantly 
on one or two energy technologies. For one thing, different areas of 
the country will have different availability when it comes to 
renewables, like the abundance of wind on the Great Plains. Even if we 
significantly improve the storage and transmission situation, it is 
likely that it will always be most efficient for different areas of the 
country to rely most heavily on the energy resources that they have 
closest to home.","['4_2_7_2', '7_3_0']"
"All right. You know, there will be some increase in sea level. There will be some without greenhouse, without manmade greenhouse gas emissions rising. There will be some when we cut it back by, you know, 70 percent or 80 percent. All right. And I would like to have an economy that is strong enough that when we have the climate variability that we are going to have with or without climate action, that we have an economy that is strong enough to get through it, as we have done for the past couple of hundred years. We are getting stronger and stronger. We are going to be able to handle a foot and a half of sea level rise. And we are not going to stop it with this bill, and that is the problem.","['4_2_11,', '4_2_10_1']"
"His reference to climate change as a ""creeping"" national security threat (which would necessarily require collective action to address) dramatically overstates the case, unless one sees a three hundred year horizon as somehow appropriate for national security policy-making.",['3_5_0']
"The UK government has unsurprisingly been trying to alarm us all with scares ranging from rising sea levels, floods and droughts to extinctions of species, higher insurance costs and tropical diseases. Would it be too much to expect that they check the facts first?",['6_1_3']
"If warmings of 10C were really to occur in [the] next three centuries, the area of land likely rendered uninhabitable by heat stress would dwarf that affects by rising sea level, they write.",['0_0_0']
"Such a change is well within the range of the climate's natural variations whose mechanisms are not all understood. It is safe to conclude ""the natural variability of climate adds confusion to the effort to diagnose human-induced climate change. Apparent long-term trends can be artificially amplified or damped by the contaminating effects of undiagnosed natural variations.""","['2_1_4,', '5_4_0']"
"The observations cannot be explained by natural factors, Dr Stott said. Since 1980, the Earth has warmed by about 0.5C and is now warming at a rate of about 0.16C per decade, with even higher rates at higher latitudes such as in the Arctic.",['0_0_0']
"U.S. fossil fuels are produced with strict environmental standards, making them cleaner than those from other countries, so there's no harm in continuing to use them.",['7_2_3']
The Arctic region has warmed more than most other parts of the planet over the past 30 years. Satellite observations have documented a decrease of around 40% in the extent of sea ice cover in the Arctic since 1980.,['0_0_0']
Global warming and Mann have been worth millions of grant dollars and lots of publicity for Penn State. But one would think the institution's integrity is worth more.,['6_1_5']
"TAPS was completed in 1978. It has carried almost 17 billion barrels of oil to energy-thirsty American markets. Its a technological and environmental marvel and a critical component of Americas energy infrastructure. Its been a resounding success for this country, and for my state. Its the engine of growth for Alaskas economy, and has proved the safest and most environmentally responsible way to transport oil, is through a pipeline.","['7_2_1,', '7_2_2,', '7_2_3']"
"Countries that are the most economically free will also have the resources to address their climate concerns. By contrast, those with the tightest regulations will settle for having electricity — no matter how dirty.",['4_2_8']
"Unilateral imposition of such a tax would offer little to no climate benefit. The idea that China and India would follow the US ""lead"" on this issue is absurd. As I like to say, China is as likely to follow the example of the U.S. on carbon controls as it has with regard to human rights, civil rights, religious freedoms, etc. China and India will act on their economic interests, and theyve been quite honest about that.",['4_2_4']
What this implies is that even if CO2 emissions are responsible for all the warming of the past 30 years (a big if) we may reasonably expect about 1.7 degrees Celsius of warming over the next hundred years.,['3_4_0']
"Near the midpoint of the melt season, Arctic sea ice is closely tracking 2006. That was the year with the highest summer minimum of the past decade.",['1_1_3']
Competition is working in the Texas electricity market. It is government interference with the marketled by the PTC that is causing the current reliability challenges.,['4_2_8']
"Of course, Obama is still threatening to unleash the U.S. Environmental Protection Agency to regulate that harmless trace essential gas we exhale from our mouths","['2_3_1,', '3_3_0,', '4_1_0']"
"In fact extreme weather events such as tropical cyclones (hurricanes, in the US) have been at historic lows with atmospheric carbon dioxide at contemporary highs.",['1_7_0']
"I'd guess that's slim to none. The Republicans may well move to the center, and embrace some kind of domestic greenhouse gas control scheme (which would be a bad idea for the same reasons discussed earlier), but I'd say there's little or no chance they'll ever join in the United Nations process.",['4_1_0']
The world will be a barren wasteland because of the deranged profit incentive of anti-CO2 policies.,"['4_1_3,', '4_1_1']"
"Antarctica is shedding an average of 190 million tonnes of ice every day, according to a landmark study that used satellites to ""weigh"" the vast land mass.",['0_0_0']
"Mauna Kea had a large glacial ice cap of about 70 square kilometers until 14,500 years ago, which has now all disappeared, said Peter Clark, a professor of geosciences at OSU. Weve been able to use new data to determine specifically when, where and most likely why the glacier existed and then disappeared.",['0_0_0']
"Corn-based ethanol, instead of producing a 20% savings, nearly doubles greenhouse emissions over 30 years and increases greenhouse gases for 167 years.",['4_1_3_2']
"There's a lot of blowback against James Hansen's recent (non tested) PNAS paper, trying to link weather and climate, covered here on WUWT. Even NOAA scientist Dr. Martin Hoerling is panning it.",['5_0_0']
"We're not supposed to call global warming ""global warming"" any more. That's so very 20th century. Now it's ""climate change,"" just in time.",['1_8_0']
"Even if we are willing to assume very large multipliers from renewable power, its impact on employment will be trivial, whether taken as a fraction of all energy, clean economy jobs, or the entire labor force.",['4_2_1']
"Those human changes, he says, are driven by burning fossil fuels that pump out greenhouse gases like CO2, carbon dioxide. Hansen says his research shows that man has just 10 years to reduce greenhouse gases before global warming reaches what he calls a tipping point and becomes unstoppable. He says the White House is blocking that message.",['0_0_0']
"Green jobs sound great on paper, but in reality, they often don’t provide stable, long-term employment and can’t match the wages of traditional energy jobs.",['4_2_1']
One might conclude that a lot of different and contradicting assumptions go into the simulations of Earths climate. There certainly is little agreement among modeling groups about how sunlight impacted the energy imbalance in the past or might impact it in the future.,['5_4_0']
"As even EPA  admits, applying the Act literally (i.e. lawfully, statutorily) to CO2 leads to absurd results. For example, EPA and its state counterparts would have to process an estimated 41,000 pre-construction permits annually (instead of 280) and 6.1 million operating permits annually (instead of 14,700). Such workloads vastly exceed agencies administrative resources.","['4_1_4,', '4_2_0']"
"CO2 is not increasing : I agree with Cook it has been increasing: the 12-month running averages were increasing almost exactly linearly (unlike the temperature which is chaotic). About 40% of the newly emitted CO2 remains in the atmosphere today. It's likely that this percentage will increase because more properly, we shouldn't count the absorbed CO2 as a percentage of the emissions but as a percentage of the excess CO2 that is already in the atmosphere. Every year, we emit the equivalent of 5-6 ppm or so but the CO2 concentration only increases by 2 ppm or so. Clearly, the Earth has to absorb the remaining 3-4 ppm every year. It's absorbing this amount of CO2 because the CO2 concentration is elevated and the processes that absorb it beat those that emit CO2. However, this amount absorbed by Nature will get even bigger if the deviation from 280 ppm - the temperature-dependent equilibrium value - gets larger. For example, if the CO2 concentration reaches 560 ppm, the Earth may absorb 10 ppm a year which may exceed our emissions in 2100 when the concentration may reach 560 ppm. The CO2 concentrations may stabilize or start to drop at that point. If we stopped emitting CO2 completely, the concentrations would begin to drop by 3-4 ppm per year.",['0_0_0']
"If it wasn’t for machines and of course the fuel that powered them, I would be dead. Now I don’t feel as bad when people try and put the moral “right” on banning fossil fuels","['7_2_0,', '4_1_0']"
No matter how much people believe in the reality of climate change just wait till you start taking their stuff away. See how that goes.,['4_1_5']
"Historical climate change, as represented by the Roman and Medieval unprecedented warming documented in central Asia, was a global phenomenon that modern climate change has yet to rival.",['2_1_4']
Greenlands Ice Loss Triples and Raises Global Warming Awareness Fears of faster rising global sea levels as 'stable' Greenland ice sheet starts to melt Greenland's ice loss nearly tripled in a decade USA TODAY A formerly stable part of Greenland's ice sheet in the northeast has been losing ice at an accelerating rate. Regional warming triggers sustained mass loss in Northeast Greenland ice sheet,['0_0_0']
"Water Vapor accounts for the largest percentage of the greenhouse effect, between 36% and 66% for clear sky conditions and between 66% and 85% when including clouds.",['2_3_4']
A trio of oil companies led by Chevron Corp. has tapped a petroleum pool deep beneath the Gulf of Mexico that has the potential to boost the nation's reserves by more than 50 percent.,['7_1_0']
"The increased concentration of greenhouse gases in the atmosphere enhances the absorption and emission of infrared radiation. The atmospheres opacity increases so that the altitude from which the Earths radiation is effectively emitted into space becomes higher. Because the temperature is lower at higher altitudes, less energy is emitted, causing a positive radiative forcing. This effect is called the enhanced greenhouse effect, which is discussed in detail in Chapter 6.",['0_0_0']
"But, we have this graph charting the rise and fall of arctic sea ice for the last 365 days, notice that the arctic sea ice is right back where it started at in February 2007.",['1_1_3']
"The goal of the CES is ambitious a doubling of clean energy by 2035. But analysis has shown that the goal is also achievable and affordable, Bingaman said. Meeting the CES will yield substantial benefits to our health, our economy, our global competitiveness and our economy",['0_0_0']
"Perhaps more perverse is that these subsidies significantly obstruct the long-term success and viability of the very technologies and energy sources that they were intend to promote. Instead of relying on a process that rewards competition, taxpayer subsidies prevent a company from truly understanding the price point at which the technology will be economically viable.",['4_2_8']
Austria is today seeing its earliest snowfall in history with 30 to 40 centimetres already predicted in the mountains. Such dramatic falls in temperatures provide superficial evidence for those who doubt that the world is threatened by climate change.,['1_3_0']
"All of this raises the question just how much of the step up in UK temperatures since the 1980s been caused by more sunshine, rather than CO2",['2_1_1']
"The Venus syndrome is the greatest threat to the planet, to humanitys continuing existence, James Hansen declared. If we burn all the coal, there is a good chance we will initiate the runaway greenhouse effect. If we also burn all the tar sands and tar shale, I think it is a dead certainty.",['0_0_0']
"The suit accused ExxonMobil of lying to investors about its business prospects in light of the possible costs of government regulations to fight climate change. It’s time for federal and state courts to say enough is enough and block all such lawsuits. It’s the job of elected branches, not the judiciary, to determine United States climate and energy policy.",['4_1_5']
"I must say that last week, like all the rest of my colleagues, I went 
back home and had a chance to visit with a number of my constituents. 
Of course, high gasoline prices was the No. 1 issue on their minds. 
Even though my State is doing relatively well compared to the rest of 
the country, with about a 4.1-percent unemployment rate, we have seen 
some softening in the housing market, but generally speaking, my State 
is prospering. We are grateful for that. But even people who have jobs 
and feel as though they are doing pretty well otherwise are still 
feeling their paychecks shrink as a result of rising energy costs.",['0_0_0']
CO2-induced Greening of the Earth: Benefiting the Biosphere While Lifting the Poor out of Poverty.,['3_3_1']
"Climate scientists are selectively withholding key geological data, observations, and relationships allows global warming advocates to spin a pseudo-scientific explanation for polar ice melting, to efficiently provoke people to incite impassioned responses, to garner headlines, and to sway national and worldwide environmental policies.",['6_2_0']
"Studies have shown that before this drastic cooling event, Earths atmosphere contained 1000 parts per million (ppm) of CO2 or more, and by the end of the transition, it was likely lower than 600-700 ppm. Some predictions, notes Hren, suggest that Earths current CO2 concentrations, currently at close to 400 ppm and climbing, could increase to nearly 1000 ppm in the next 100 years.",['2_3_6_1']
"For instance, skeptics often cite the Little Ice Age and Medieval Warming Period as pieces of evidence not reflected in the hockey stick, yet these extremes are examples of regional, not global, phenomena .",['0_0_0']
"What is clear to me, however, and to the Chamber, is that as the Congress considers such policy options as cap and trade or carbon taxes or other approaches, we need all the facts, all the experience and a real serious consideration of the unintended results. We look forward to participating in that debate. We need to study these options carefully and we need to know where we are going before we go there. I would be glad to elaborate some more on that in the questions.",['4_3_1']
The fact that carbon emissions are going up inexorably in spite of  many projects across the globe already raises a simple question What  are we getting for our money?,['4_2_2']
"And so we have had a decade of corruption of government by 
billionaire interests who can hide who they are and operate through an 
enormous phalanx of phony front groups whom they have stood up. And if 
you want to know how real this is, look at what we have had to do in 
the reconciliation measure to address climate change--because when I 
got here, there were Republicans willing to address climate change.",['0_0_0']
"Now, you say, this is the LA Times, so surely they would blame all this on global warming? And, of course, you would be right.",['6_1_2']
"This indisputable fact is the best evidence that atmospheric global warming is not having a measurable effect on Antarcticas ice sheets and glaciers, and that the western portion of the continent is losing mass solely from powerful geothermal processes.","['1_1_1,', '2_1_2']"
Polar bears survive mainly on a diet of seals that they hunt on the sea ice - but increased melting in the summer reduces seal numbers and as a result the bears struggle to find a meal.,['0_0_0']
"Lets also be quite clear that science does not work by way of consensus, and the same is true of global warming. Science does not progress by appeal to authority; in fact, major scientific advances usually come from outside the consensus; one can cite many classic examples, from Galileo to Einstein. [Another way to phrase this issue: Scientific veracity does not depend on fashionable thinking.] In other words, the very notion of a scientific consensus is unscientific.",['5_1_0']
"The results, published online in the journal Ecology Letters, show that terrestrial vertebrate species appear to evolve too slowly to be able to adapt to the dramatically warmer climate expected by 2100. The researchers suggested that many species may face extinction if they are unable to move or acclimate.",['0_0_0']
"Denmark may have surrounded itself with wind turbines, but could not afford such feel good luxuries if it were not for the vast income and energy it derives from Danish North Sea oil and  gas.","['4_1_1_3,', '7_2_1']"
"Although cap-and-trade backers claim it will cut greenhouse gas emissions, it may perversely increase them and also result in dirtier air, as well as harming forests and water supplies.","['4_1_3_1,', '4_2_0']"
"Clean-burning natural gas has low levels of greenhouse gas emissions. According to a Natural Gas Council study, climate legislation is likely to increase the demand for natural gas. A sound climate policy should enable more supply of natural gas, not less.",['7_2_4']
"We think this is a rather generous account of environmentalism. The concept of standard of living rarely enters the environmental debate except as frankly rather spurious claims about how much better our lives would be if we had greater access to more green space. Instead, environmentalism is premised on a catastrophe occurring if we do not observe its imperatives. ",['6_1_4']
"When the cap-and-trade failed, Obama began aggressively pursuing 
these goals through an executive regulatory barrage of unelected 
bureaucrats. So companies such as Solyndra got big cash payoffs while a 
regulatory train wreck was unleashed by the EPA to destroy America's 
fossil fuel industry.","['4_1_5', '7_2_0']"
"In addition to global warming effects, when carbon dioxide is released into the atmosphere, a significant fraction is passively taken up by the ocean in a form that makes the ocean more acidic. This acidification has been shown to be harmful to marine life, especially corals and shellfish.",['0_0_0']
Climate scientists are claiming that 2003 was the hottest year Britain has seen since record-keeping began in 1659; most blame man's emissions of greenhouse gases as the prime cause. The truth is that we still don't know that the warmer summers of recent years are due to man's handiwork. The variation could be natural and there's no saying that the current trend will continue.,"['2_1_0,', '5_0_0']"
Average global atmospheric and oceanic temperatures will drop significantly beginning between 2015 and 2016 and will continue with only temporary reversals until they stabilize during a long cold temperature base lasting most of the 2030s and 2040s.,['1_2_0']
Ocean pH is not falling,['1_9_0']
"Climate on earth has become warmer by 0.7 degrees on the average over a period of ten years, while climate in Russia has warmed by 0.43 degrees in the same period, the expert said.",['0_0_0']
It is reasonable to infer that greenhouse-gas forcing is now the dominant external forcing of the climate system.,['0_0_0']
"The global average minimum nighttime temperature has risen. (This is unlikely to be caused by some variability in the sun, for example, and appears linked to the greenhouse gases that hold in heat radiating from the earths surface, even after the sun has gone down.)",['0_0_0']
"Right now, were increasing CO2 levels and temperatures anywhere from 100 to 200 times faster than anything weve seen over the last 800,000 years, said Richard Feely, a scientist at the National Oceanic and Atmospheric Administrations Pacific Marine Environmental Laboratory. And its at least 10 times faster than weve seen over the past 50 million years.",['0_0_0']
"Recent U.S. public opinion data shows declining support for aggressive climate policies, as more people worry about the economic impact on households.","['4_3_3,', '4_1_1_2']"
"The continental shelves of the Bering, Chukchi and Beaufort Seas are especially vulnerable to the effects of ocean acidification because the absorption of human-caused carbon dioxide emissions is not the only process contributing to acidity. Melting glaciers, upwelling of carbon-dioxide rich deep waters, freshwater input from rivers and the fact that cold water absorbs more carbon dioxide than warmer waters exacerbates ocean acidification in this region.",['0_0_0']
"Why would we blindly assume or agree to the torrent of lies that humans dominate the climate? The answer is that on Earth Day, Wednesday, April 22, we will be deluged with the propaganda of countless organizations worldwide that we are, in fact, endangering a ""fragile"" planet Earth.","['2_0_0,', '6_1_0,', '6_2_0']"
Didn't Hansen predict catastrophic sea level rise and increased hurricanes within 20 years in1988? Doesn't anyone look at his record of prediction? Pushing the scare seems to be the thing.,['6_1_5']
"Sixty percent of Protestant pastors disagree that global warming is real and manmade, and 41 percent of them strongly disagree, a new survey says.","['1_0_0,', '2_1_0']"
"With December 2010 ending up the coldest since 1890, its yet more anecdotal evidence that something significant seems to be happening to our climate, driven by a jet stream that continues to be forced regularly further south than normal, across all seasons.",['0_0_0']
"For a fringe campaign, 10:10 has been remarkably successful. Around 100,000 people from 152 countries have signed up. British Prime Minister David Cameron has pledged the entire British government to participate. Large companies are associated with 10:10, including Britains Royal Mail, the electronics giant Sony, and Facebook. The United Nations-backed Climate Neutral Network is one of its many partner organisations. The World Wildlife Fund for Nature and Greenpeace are supporters through their proxy the Global Campaign for Climate Action.",['0_0_0']
"CCRIIFF shows access to fossil fuels is responsible for more than doubling the average human lifespan, a vast improvement in human health, a steep decrease in poverty, and the huge increase in global food supplies over the past century",['7_2_1']
"Hansen has previously suggested that scientists are often too hesitant to say just how dire the situation is. A 2007 paper he co-authored, titled Scientific Reticence and Sea Level Rise, suggested that scientists felt constrained from sounding a full-fledged alarm on how high the waters will get, in part because of the cautious nature of scientific inquiry and the scientific method. But, he says in that papers abstract, there is a danger in excessive caution. The new paper, he told reporters yesterday, is significantly more persuasive than anything previously published about just how dangerous 2C warming would be.",['0_0_0']
"Sandy was off-the-charts terrible, a storm that broke every record in the books: for storm surge, for barometric pressure, for sheer size.",['0_0_0']
"From LED lighting to fuel-efficient vehicles, focusing on energy efficiency allows us to tackle climate change within our existing systems, avoiding the need for sweeping reforms.",['4_2_12']
"First, there would be very little public interest in funding climate science, were it not for an assertion by alarmists in the political and environmental communities that a human-caused (""anthropogenic"") global warming crisis exists.",['6_1_0']
Findings published in Nature today reveal the rapid melting of sea ice has dramatically increased the levels of warming in the region in the last two decades.,['0_0_0']
"While multiyear ice used to cover up to 60% of the Arctic Ocean, it now covers only 30%. There is a slight rebound in the oldest ice (4+ years old), a remnant of the large amount of first-year ice that formed during the winter after the 2007 record minimum. However, most of that new ice has not survived through the subsequent years. The oldest ice now comprises only 5% of the ice in the Arctic Ocean. This is a slight uptick from last winters record low of 3%, but still far less than during the 1980s when old ice covered roughly 25% of the region.",['0_0_0']
"The Clean Power Plan is an illegitimate exercise in executive authority. It is an affront to federalism; it usurps the states' long-held, exclusive authority to oversee retail electricity markets.",['4_1_5']
"Despite the hype, many green jobs end up being temporary or lower-paying, failing to deliver the promised economic boost for workers and communities.",['4_2_1']
"Instead of forcing the current generation to invest in climate policy, they should be forced to invest in infrastructure, machinery, tools, factories or anything else that would lead to greater production (and therefore consumption) capacity in the future.",['4_2_14']
Human-induced climate change and its impacts are apparent now throughout the United States . Global warming is unequivocal and is due primarily to human-induced emissions of heat-trapping gases and other pollutants.,['0_0_0']
"Actual reconstructions ""diverge"" from the instrumental series in the last part of 20th century. For instance, in the original hockey stick (ending 1980) the last 30-40 years of data points slightly downwards. In order to smooth those time series one needs to ""pad"" the series beyond the end time, and no matter what method one uses, this leads to a smoothed graph pointing downwards in the end whereas the smoothed instrumental series is pointing upwards — a divergence.",['5_2_0']
"It says damage to the marine food chain will result from the increasing acidity of the oceans, but the oceans are pronouncedly alkaline and, in any event, estuarial studies show calcifying organisms such as corals thriving even along coasts where rainwater that is pronouncedly acid pours into the sea. The corals survived a 1000-year period 55 million years ago when the entire ocean actually became acid.","['1_9_0,', '3_2_3']"
"No tropical forests in South America currently experience average yearly temperatures of more than 84 degrees Fahrenheit (29 degrees Celsius). But by the end of this century, average global temperatures are likely to rise by another 1 F (0.6 C), leading some scientists to predict the demise of the world's most diverse terrestrial ecosystem.",['0_0_0']
"the 12 hottest years on record have all come in the last 15.Heat waves, droughts, wildfires, and floods all are now more frequent and intense.We can choose to believe that Superstorm Sandy, and the most severe drought in decades, and the worst wildfires some states have ever seen were all just a freak coincidence. Or we can choose to believe in the overwhelming judgment of science and act before its too late.",['0_0_0']
